140_PP 140_485 CC,Center,Type,Revice Date(RD),FP Notice Date,Days from RD to FP Notice Date,,FP Date,Walk in?,Location,AP_EAD AD,Days from RD to AP_EAD AD,485 AD,Days from RD,Days from FP Date to 485 AD,Days from RD to 485 AD
"PP, non CC",NSC,EB1B,3/7/16,4/1/16,25,4/21/16,4/11/16,Yes,CA,5/17/16,70,6/1/16,81,51,86
PP+CC,NSC,EB1B,3/2/16,3/10/16,8,3/23/16,3/23/16,No,IL,3/28/16,26,6/17/16,107,86,107
"PP, non CC",NSC,EB1B,3/2/16,3/26/16,24,4/15/16,4/1/16,Yes,AZ,4/7/16,36,6/8/16,98,68,98
PP+CC,NSC,EB1b,3/2/16,4/2/16,31,4/20/16,4/15/16,Yes,CA,4/15/16,44,4/29/16,58,14,58
"added PP, no CC",NSC,EB1A,2/26/16,5/7/16,71,5/26/16,5/12/16,Yes,CA,5/11/16,75,6/22/16,117,41,117
"PP, non CC",NSC,EB1A,2/26/16,4/11/16,45,4/23/16,4/15/16,Yes,AZ,5/11/16,75,7/11/16,136,87,136
,NSC,EB1A,2/26/16,3/19/16,22,4/7/16,4/7/16,No,CA,5/4/16,68,6/22/16,117,76,117
"PP, non CC",NSC,EB1A,2/26/16,3/18/16,21,4/15/16,4/15/16,No,AZ,5/17/16,81,7/11/16,136,87,136
"upgraded pp, non CC",NSC,EB1A,2/26/16,3/18/16,21,4/4/16,4/4/16,No,TX,4/25/16,59,6/2/16,97,59,97
non CC,NSC,EB1A,2/26/16,3/18/16,21,4/4/16,4/4/16,No,CA,3/28/16,31,Blessing,454,,
"nonPP, non CC",NSC,EB1B,2/26/16,3/19/16,22,4/8/16,4/8/16,No,CA,5/17/16,81,6/8/16,103,61,103
"PP, non CC",NSC,EB1B,2/26/16,3/19/16,22,4/5/16,3/31/16,Yes,CA,3/28/16,31,Blessing,454,,
PP+CC,NSC,EB1A,2/25/16,3/19/16,23,4/8/16,4/8/16,No,CA,3/28/16,32,7/11/16,137,94,137
PP + CC,NSC,EB1B,2/24/16,3/24/16,30,4/20/16,4/20/16,Yes,NY,4/1/16,37,12/5/16,285,,
PP,NSC,EB1A,2/23/16,3/19/16,25,4/6/16,4/4/16,Yes,MD,3/28/16,33,6/8/16,106,63,108
,TSC->NSC,EB1A,2/22/16,3/19/16,26,4/7/16,3/25/16,Yes,GA,3/28/16,35,10/17/16,238,206,238
"upgraded pp, non CC",TSC->NSC,EB1A,2/22/16,3/19/16,26,4/7/16,4/7/16,No,PA,4/7/16,45,10/17/16,238,193,238
PPCC,NSC,EB1B,2/22/16,3/27/16,35,4/5/16,4/5/16,No,CA,3/24/16,32,5/3/16,71,28,71
"non PP, non CC",NSC,EB2,2/19/16,3/19/16,29,4/7/16,4/7/16,NO,CA,3/25/16,35,Blessing,461,,
"upgraded PP, no CC",NSC,EB1B,2/16/16,3/19/16,32,4/5/16,4/5/16,No,MD,3/28/16,40,6/17/16,122,74,122
"PP, non CC",NSC,EB1B,2/16/16,3/12/16,25,4/1/16,3/23/16,Yes,NY,3/23/16,36,10/6/16,233,,233
PP no CC,NSC,EB1B,2/12/16,,,4/6/16,4/6/16,No,MO,4/4/16,52,5/23/16,101,47,101
PP no CC,NSC,EB1B,2/12/16,,,4/6/16,4/6/16,No,MO,4/4/16,52,5/23/16,101,47,101
"PP, non CC",NSC,EB1A,2/11/16,3/19/16,37,4/6/16,4/4/16,Yes,AZ,3/23/16,41,10/25/16,257,204,257
"PP, non CC",NSC,EB1A,2/11/16,3/12/16,30,4/1/16,4/1/16,No,IL,3/28/16,46,6/15/16,125,95,126
"PP, non CC",NSC,EB1B,2/11/16,3/19/16,37,4/6/16,3/30/16,Yes,MN,3/28/16,46,7/7/16,147,110,147
"PP, non CC",NSC,EB1B,2/11/16,3/11/16,29,3/29/16,3/18/16,Yes,CA,3/23/16,41,6/7/16,117,80,107
"PP, non CC",NSC,EB1B,2/11/16,3/11/16,29,3/29/16,3/18/16,Yes,CA,3/28/16,46,Blessing,469,,
"PP, non CC",NSC,EB1A,2/10/16,3/11/16,28,3/29/16,3/29/16,No,MD,3/28/16,47,Blessing,470,,
"PP, non CC",NSC,EB1A,2/10/16,3/5/16,24,3/17/16,3/17/16,No,CA,3/28/16,47,Blessing,470,,
"",NSC,EB1B,2/10/16,3/20/16,39,,,Yes,CA,4/11/16,61,6/7/16,118,79,118
"upgraded pp, non CC",NSC,EB1B,2/10/16,3/19/16,37,4/8/16,4/8/16,No,KS,3/28/16,47,5/24/16,104,46,104
"PP, non cc",NSC,EB1A,2/8/16,3/11/16,32,3/28/16,3/28/16,No,CA,4/14/16,66,4/29/16,81,32,81
,NSC,EB1A,2/8/16,3/11/16,32,3/28/16,3/28/16,No,CA,N/A,N/A,4/29/16,81,32,81
"PP, nonCC",NSC,EB1B,2/8/16,3/5/16,32,3/28/16,3/28/16,No,NY,4/6/16,,6/2/16,115,,
"PP,non cc",NSC,EB1B,2/5/16,3/1/16,25,3/18/16,3/18/16,No,MI,3/7/16,31,Blessing,475,,
"PP,non cc",NSC,EB1B,2/5/16,2/27/16,22,3/14/16,3/14/16,No,NJ,3/23/16,47,5/18/16,103,65,103
"PP, non cc",NSC,EB1B,2/5/16,3/17/16,41,3/29/16,3/29/16,No,MI,3/27/16,51,5/18/16,103,50,103
PP,NSC,EB1B,2/5/16,2/20/16,15,3/9/16,3/9/16,,NY,3/7/16,31,11/23/16,292,,
"PP, Non CC",TSC->NSC,EB1A,2/4/16,2/20/16,16,3/9/16,3/9/16,No,PA,3/23/16,48,5/17/16,103,69,103
"PP,non cc",NSC,EB1A,2/4/16,2/27/16,23,3/10/16,2/28/16,YES,CA,2/28/16,24,Blessing,476,,
"PP,non cc",NSC,EB1A,2/4/16,3/24/16,49,4/5/16,4/6/16,No,HI,3/28/16,53,11/20/16,290,,
"PP, non cc",NSC,EB1A,2/3/16,2/27/16,24,3/15/16,3/9/16,YES,WA,3/23/16,48,6/15/16,133,98,133
"PP, Non CC",NSC,EB1B,2/1/16,2/27/16,26,3/18/16,3/18/16,No,CA,3/28/16,56,5/13/16,102,56,102
"PP, Non CC",NSC,EB1A,1/28/16,2/13/16,16,3/2/16,3/2/16,No,CA,3/2/16,34,4/26/16,89,55,89
"PP, non CC",NSC,EB1A,1/26/16,2/20/16,25,3/3/16,3/3/16,No,CA,3/2/16,36,5/17/16,112,75,112
"nonPP, non CC",NSC,EB1B,1/26/16,2/12/16,17,3/4/16,3/4/16,YES,CA,3/4/16,37,11/5/16,212,,
"PP, Non CC",NSC,EB1A,1/25/16,2/20/16,23,3/4/16,3/4/16,NO,OH,3/4/16,36,5/2/16,98,59,98
"PP, non CC",NSC,EB1B,1/25/16,,,2/29/16,2/29/16,No,CA,3/2/16,37,5/5/16,101,66,101
"PP, non CC",NSC,EB1B,1/22/16,2/20/16,29,3/4/16,3/5/16,No,NY,3/2/16,40,5/11/16,110,67,110
"PP, non CC",NSC,EB1A,1/21/16,2/22/16,30,3/2/16,3/2/16,No,OR,3/2/16,41,4/28/16,98,57,98
"PP, non CC",NSC,EB1A,1/20/16,2/13/16,24,2/29/16,2/25/16,Yes,CA,3/2/16,42,1/3/17,349,,
"PP, non CC",NSC,EB1A,1/20/16,2/20/16,31,2/29/16,2/24/16,Yes,MD,3/7/16,47,Blessing,,,
"PP, non CC",NSC,EB1A,1/20/16,2/13/16,24,3/2/16,3/2/16,No,MD,3/2/16,42,Blessing,,,
"PP, non CC",NSC,EB1A,1/19/16,2/19/16,31,2/29/16,2/24/16,yes,CA,3/3/16,44,3/9/16,50,14,50
"PP, non CC",NSC,EB1A,1/15/16,2/22/16,38,2/29/16,2/29/16,No,MD,3/1/16,46,10/14/16,273,228,273
"PP, non CC",NSC,EB1A,1/15/16,2/6/16,22,2/26/16,2/26/16,No,MD,3/2/16,47,5/2/16,108,61,108
"PP, non CC",NSC,EB1A,1/14/16,2/19/16,39,2/25/16,2/25/16,No,CO,2/24/16,41,Blessing,497,,
"added PP, non CC",NSC,EB1A,1/13/16,2/5/16,23,2/22/16,2/17/16,Yes,KS,2/22/16,40,5/10/16,118,83,118
"PP, non CC",NSC,EB1B,1/13/16,2/12/16,30,2/23/16,2/23/16,No,CA,3/2/16,49,4/26/16,104,55,104
"PP, non CC",NSC,EB1A,1/12/16,2/20/16,39,3/4/16,3/4/16,No,WA,2/24/16,43,4/27/16,106,54,106
"pp, non CC",NSC,EB1B,1/12/16,,,2/22/16,2/22/16,No��_��__��_��__��_��__Yes��_��__��_��__��_��__,CO,3/16/16,65,6/17/16,151,116,151
"PP, non CC",NSC,EB1B,1/12/16,2/19/16,38,3/3/16,2/22/16,Yes,NY,2/24/16,43,6/13/16,153,110,153
"PP, Non CC",NSC,EB1A,1/8/16,2/25/16,48,3/2/16,3/2/16,No,CA,2/24/16,41,5/3/16,116,,
"PP, non CC",NSC,EB1A,12/31/15,1/15/16,15,2/3/16,2/3/16,No,NV,2/5/16,36,4/11/16,116,68,102
"PP, non CC",NSC,EB1B,12/25/15,1/29/16,35,2/12/16,2/4/16,Yes,CA,2/6/16,43,Blessing,517,,
"PP, non CC",NSC,EB1B,12/24/15,1/29/16,36,2/9/16,2/9/16,No,CA,2/19/16,57,4/20/16,118,71,118
"PP, nonCC",NSC,EB1B,12/24/15,1/20/16,27,2/1/16,2/1/16,No,CA,3/11/16,78,4/12/16,110,71,110
PP,NSC,EB1A,12/23/15,1/18/16,26,2/3/16,2/3/16,No,PA,2/10/16,42,4/8/16,107,65,107
"PP,non CC",NSC,EB1B,12/23/15,1/23/16,31,2/1/16,1/25/16,Yes,NC,1/28/16,36,6/24/16,184,151,184
"pp, non CC",NSC,EB1A,12/22/15,1/15/16,24,2/2/16,2/2/16,No,WA,2/5/16,45,4/5/16,105,63,105
"PP,non CC",NSC,EB1B,12/22/15,1/23/16,32,2/2/16,1/28/16,Yes,CA,1/28/16,37,7/11/16,202,,
"PP, non CC",TSC->NSC,EB1B,12/21/15,1/16/16,26,2/3/16,1/29/16,Yes,OK,2/9/16,50,Blessing,521,,
"PP, CC",NSC,EB1A,12/21/15,1/14/16,24,1/28/16,1/28/16,No,PA,3/11/16,81,Blessing,521,,
"PP, non cc",NSC,EB1B,12/17/15,1/21/16,35,2/4/16,1/26/16,Yes,OH,1/28/16,42,5/5/16,140,100,140
"PP, non CC",NSC,EB1B,12/17/15,1/23/16,37,2/3/16,1/25/16,Yes,IN,1/28/16,42,4/7/16,112,73,112
"PP, non CC",NSC,EB1A,12/16/15,2/6/16,52,2/23/16,2/23/16,NO,MD,2/24/16,70,Blessing,526,,
"PP, CC",NSC,EB1A,12/15/15,1/16/16,32,2/1/16,2/1/16,No,CA,2/9/16,56,5/12/16,149,101,149
,NSC,EB1A,12/15/15,1/5/16,,1/28/16,,yes,CA,3/28/16,,Blessing,527,,
"PP, non CC",NSC,EB1A,12/15/15,1/22/16,38,2/1/16,1/25/16,Yes,NY,1/28/16,44,5/18/16,155,114,155
"PP, non CC",NSC,EB1B,12/14/15,1/22/16,39,2/1/16,1/25/16,Yes,NJ,1/28/16,45,2/26/16,74,32,74
"pp, non CC",TSC->NSC,EB1A,12/8/15,1/2/16,25,1/21/16,1/8/16,YES ,MD ,,,4/12/16,126,95,126
"PP, non CC",NSC,EB1B,12/8/15,1/2/16,25,1/22/16,1/22/16,NO,CA,,,Blessing,534,,
"PP, CC",NSC,EB1A,12/4/15,1/16/16,43,2/1/16,2/1/16,No,IN,2/9/16,67,5/24/16,172,113,172
"PP, non CC",TSC->NSC,EB1B,12/2/15,12/26/15,24,1/15/16,1/15/16,No,NC,2/22/16,82,1/26/17,540,377,421
"pp, non cc",TSC,Eb1A,12/2/15,12/12/15,10,12/30/15,12/30/15,NO,MA,2/4/16,64,6/28/16,209,,
"PP, non CC",TSC->NSC,EB1A,12/1/15,,,1/13/16,1/13/16,No,SD,,,Blessing,541,,
"pp, non cc",TSC,EB1B,11/30/15,12/4/15,4,12/17/15,12/17/15,NO,CT,2/10/16,55,Blessing,542,,
"pp, non CC",NSC,EB1A,11/27/15,1/2/16,36,1/14/16,1/14/16,NO,UT,1/22/16,56,3/21/16,115,67,115
"nonPP, non CC",NSC,EB1A,11/25/15,1/2/16,38,1/20/16,1/11/16,Yes,CA,1/14/16,50,7/11/16,229,,
"PP, non CC",NSC,EB1A,11/25/15,1/2/13,38,1/13/16,1/13/16,NO,CA,1/14/16,50,Blessing,547,,
"PP, cc",TSC,Eb1A,11/24/15,12/14/15,20,12/14/15,12/14/15,YES,MA,,,Blessing,548,,
"pp, nonCC",NSC,EB1A,11/23/15,1/2/16,40,1/20/16,1/20/16,NO,CA,1/22/16,60,3/3/16,101,43,101
"PP, non CC",NSC,EB1A,11/23/15,1/3/16,41,1/13/16,1/13/16,,MN,1/14/16,52,3/30/16,128,87,128
"PP, CC",NSC,EB1A,11/23/15,12/19/15,26,1/7/16,12/28/15,Yes,CA,1/7/16,45,3/23/16,121,86,121
"pp, non CC",NSC,EB1B,11/23/15,12/25/15,32,1/11/16,1/11/16,No,CA,1/20/16,58,3/18/16,116,67,116
"pp, non CC",NSC,EB1A,11/20/15,1/5/16,,1/19/16,1/19/16,yes,PA,,,4/5/16,137,77,137
"PP, non CC",NSC,EB1B,11/19/15,12/19/15,30,1/6/15,12/31/15,Yes,CA,1/7/16,49,Blessing,553,,
"PP, non CC",NSC,EB1A,11/16/15,12/12/15,26,12/30/15,12/30/15,NO,CA,1/7/16,52,10/24/16,559,,343
"nonPP,non CC",NSC,EB1A,11/13/15,1/1/16,49,1/21/16,1/15/16,Yes,MN,1/22/16,70,4/21/16,160,97,160
"PP, non CC",NSC,EB1A,11/13/15,12/15/15,32,12/30/15,12/18/15,Yes,NY,1/7/16,55,3/9/16,117,82,117
"PP, non CC",NSC,EB1B,11/13/15,12/18/15,35,1/12/16,12/28/15,Yes,CA,2/17/16,96,3/17/16,125,80,125
"PP, non CC",NSC,EB1B,11/10/15,1/6/16,51,1/20/15,1/6/16,Yes,UT,2/10/16,,4/7/16,149,92,149
"pp, non CC",NSC,EB1A,11/9/15,12/12/15,34,12/29/15,12/29/15,No,CA,1/7/16,61,3/24/16,136,86,136
"pp, non CC",NSC,EB1A,11/9/15,12/5/15,34,12/22/15,12/22/15,No,CA,1/7/16,61,3/9/16,121,78,121
" nonpp, nonCC", NSC,EB1B,11/9/15,12/5/15,34,12/30/15,12/30/15,No,CA,1/7/16,61,3/30/16,142,91,142
"PP, non CC",NSC,EB1A,11/6/15,11/28/15,22,12/17/15,12/9/15,Yes,OK,12/17/15,61,3/29/16,144,110,144
"pp, non cc",NSC,EB1B,11/6/15,12/14/15,38,12/21/15,12/21/15,No,,1/7/16,62,3/25/16,140,95,140
"PP, nonCC",NSC,EB1A,11/5/15,11/19/15,14,12/23/15,11/20/15,Yes,CA,12/22/15,47,1/9/17,567,,
"PP, non CC",NSC,EB1A,11/5/15,12/5/15,30,12/23/15,12/23/15,no,CA,1/7/16,63,4/5/16,152,104,152
"PP, non CC",NSC,EB1A,11/3/15,11/28/15,25,12/17/15,12/17/15,no,CA,1/30/16,88,Blessing,569,,
"non PP, non CC",NSC,EB1B,11/2/15,12/5/15,33,12/21/15,12/21/15,no,NY,1/21/16,80,5/6/16,186,137,186
PP,NSC,EB1A,10/30/15,12/5/15,36,12/22/15,12/22/15,No,CA,1/7/16,69,2/18/16,111,58,111
"PP, non CC",NSC,EB1B,10/30/15,11/27/15,28,12/15/15,12/15/15,No,CA,1/7/16,69,Blessing,573,,
"PP, non CC",NSC,EB1B,10/30/15,12/4/15,29,12/17/15,12/5/15,Yes,UT,12/17/15,48,10/10/16,573,310,346
"PP, non CC",NSC,EB1A,10/29/15,12/20/15,52,12/28/15,12/28/15,No,CA,1/7/16,70,3/14/16,137,77,137
"nonPP,non CC",NSC,EB1A,10/28/15,11/21/15,25,12/10/15,12/10/15,No,NE,12/17/15,50,3/16/16,140,97,140
"PP, no CC",NSC,EB1A,10/27/15,12/1/15,,12/19/15,12/19/15,Yes,MO,1/10/16,,3/4/16,129,76,129
"PP, non CC",NSC,EB1A,10/27/15,,,12/10/15,12/10/15,No,OH,12/17/15,50,Blessing,576,,
"PP, CC",NSC,EB1B,10/27/15,12/1/15,,12/17/15,12/17/15,No,NY,1/7/16,72,10/17/16,356,,
"PP, non CC",TSC->NSC,EB1A,10/26/15,12/3/15,38,12/18/15,12/4/15,Yes,MD,12/17/15,51,2/10/16,107,68,107
"PP, non CC",TSC->NSC,EB1A,10/26/15,11/21/15,25,11/30/15,11/30/15,No,NY,12/7/15,42,3/2/16,128,93,128
"PP, non CC",TSC->NSC,EB1A,10/23/15,10/31/15,7,,11/6/15,Yes,TN,1/19/16,85,1/21/16,90,76,90
"PP, Non CC",NSC,EB1A,10/23/15,11/21/15,25,12/10/15,12/8/15,yes,CA,12/17/15,55,3/24/16,153,107,153
"PP, non CC",NSC,EB1A,10/23/15,11/20/15,25,12/7/15,12/7/15,No,CA,,,Blessing,580,,
-,NSC,EB1A,10/22/15,11/21/15,30,12/9/15,11/30/15,Yes,CA,12/7/15,46,10/5/16,581,,
"pp, nonCC",NSC,EB1A,10/22/15,11/14/15,23,11/30/15,11/30/15,NO,CO,12/17/15,s,3/8/16,138,99,138
"nonPP,non CC",NSC,EB1B,10/21/15,11/21/15,31,12/7/15,12/7/15,No,CA,12/22/15,62,Blessing,582,,
"nonPP,non CC",TSC->NSC,EB1A,10/19/15,11/8/15,,11/24/15,11/24/15,No,NY,1/20/16,93,3/1/16,134,95,134
"PP, non cc",NSC,EB1B,10/19/15,11/28/15,40,12/3/15,12/8/15,,KS,1/21/16,93,2/25/16,129,79,129
"PP, non cc",NSC,EB1A,10/16/15,11/13/15,28,12/3/15,12/3/15,NO,CA,1/14/16,90,3/8/16,144,,144
"PP, non cc",NSC,EB1A,10/15/15,11/12/15,28,11/23/15,11/23/15,NO,CA,12/20/15,65,3/16/16,153,119,153
"PP, non cc",TSC->NSC,EB1A,10/13/15,11/4/15,22,11/10/15,11/10/15,NO,CT,1/6/16,64,2/11/16,121,93,121
"PP, non cc",TSC->NSC,EB1B,10/13/15,10/24/15,11,11/10/15,11/10/15,NO,TX,1/7/16,86,1/11/16,90,62,90
,NSC,EB1A,10/13/15,,,11/27/15,11/27/15,NO,OR,12/14/15,62,3/22/16,161,144,161
"PP, non CC",NSC,EB1A,10/9/15,11/7/15,29,11/23/15,11/18/15,Yes,CA,11/24/15,46,1/7/16,90,50,90
"PP, non CC",TSC->NSC,EB1A,10/8/15,11/12/15,35,11/25/15,11/25/15,NO,MD,12/7/15,60,2/18/16,133,85,133
"PP, non CC",TSC->NSC,EB1A,10/7/15,10/31/15,24,11/18/15,11/18/15,NO,NH,11/27/15,51,Blessing,596,,
"PP, non CC",NSC,EB1A,10/7/15,11/7/15,31,11/23/15,11/23/15,No,WA,12/7/15,61,3/28/16,173,126,173
"pp, nonCC",NSC,EB1A,10/6/15,10/29/15,23,11/10/15,11/10/15,NO,IA,1/19/16,105,1/20/16,106,71,106
"PP, non cc",NSC,EB1A,9/30/15,10/23/15,23,11/9/15,10/30/15,Yes,WA,12/30/15,91,Blessing,603,,
,NSC,EB1C,9/29/15,,,,,,,,,Blessing,,,
"PP, non CC",NSC,EB1A,9/28/15,10/16/15,17,11/3/15,11/3/15,NO,CA,,,12/11/15,74,38,74
Non PP,NSC,EB1A,9/28/15,,,11/3/15,10/26/15,Yes,CA,,,Blessing,605,,
"PP,noncc",NSC,EB1A,9/28/15,10/23/15,25,11/2/15,"11/2, 11/13",yes,OH,12/31/15,94,2/10/16,135,,135
"pp + cc",NSC,EB1A,9/28/15,10/17/15,19,11/3/15,10/23/15,Yes,IN,11/20/15,53,Blessing,605,,
"PP, non cc",NSC,EB1A,9/24/15,10/16/15,22,11/3/15,11/3/15,NO,CA,1/6/16,104,Blessing,609,,
"PP, non cc",NSC,EB1A,9/24/15,10/21/15,27,11/6/15,11/6/15,NO,"MA",12/23/15,90,1/12/16,110,66,110
"PP, non CC",TSC->NSC,EB1B,9/23/15,10/22/15,30,11/2/15,10/23/15,Yes,OK,12/23/15,91,2/7/17,503,473,503
"PP, non cc",NSC,Eb1A,9/21/15,10/3/15,12,10/20/15,10/13/15,Yes,CA,10/26/15,35,11/5/15,45,23,45
"PP, non CC",NSC,EB1A,9/21/15,10/16/15,25,11/5/15,11/5/15,No,ID,12/16/15,86,4/28/16,220,175,220
"nonPP,non CC",NSC,EB1B,9/21/15,10/10/15,19,10/30/15,10/30/15,NO,CA,12/2/15,71,12/1/16,437,398,437
"PP, non cc",NSC,EB1B,9/21/15,10/17/15,26,11/6/15,11/6/15,No,CA,12/10/15,80,11/28/16,434,388,434
"PP, noncc",TSC->NSC,EB1B,9/18/15,10/3/15,26,10/14/15,10/9/15,Yes,TX,12/10/15,83,3/23/16,187,166,187
"N PP, N CC",NSC,EB1B,9/18/15,10/10/15,22,10/30/15,10/30/15,No,CO,,,11/20/15,63,21,63
"PP, non cc",NSC,Eb1A,9/16/15,10/8/15,22,10/20/15,10/20/15,No,OH,11/20/15,63,11/24/15,69,35,69
pp,NSC,EB1B,9/16/15,10/3/15,17,10/21/15,10/9/15,Yes,NY,,,11/10/15,55,32,55
"pp, non CC",TSC->NSC,EB1A,9/15/15,9/27/15,12,10/6/15,10/6/15,NO,MA,12/15/15,90,1/4/16,111,90,111
N/A,NSC,EB1A,9/14/15,10/8/15,24,10/20/15,10/20/15,Yes,NJ,12/7/15,83,Blessing,619,,
"PP, non cc",TSC->NSC,EB1A,9/10/15,10/9/15,22,10/9/15,9/25/15,YES,MD,12/8/15,89,Blessing,623,,
"non-pp, non-cc",NSC,EB1B,9/7/15,10/12/15,35,10/23/15,10/23/15,No,CA,11/17/15,71,11/17/15,71,25,71
"PP, non CC",NSC,EB1A,9/4/15,10/3/15,30,10/19/15,10/19/15,No,CA,11/19/15,76,12/2/15,89,44,89
PP cc,NSC,EB1A,9/4/15,9/18/15,14,10/9/15,10/9/15,No,CA,11/4/15,61,10/5/16,397,362,397
"PP, non cc",NSC,EB1A,8/24/15,9/16/15,23,9/30/15,9/30/15,No,NY,,,10/26/15,63,26,63
"non PP, non CC",NSC,EB1B,8/21/15,9/12/15,22,9/28/15,9/28/15,No,CA,10/14/15,54,11/24/15,95,57,95
"PP, nonCC",NSC,EB1A,8/20/15,9/5/15,16,9/21/15,9/21/15,No,CA,,,10/16/15,57,25,57
"PP, non cc",NSC,EB1A,8/17/15,9/12/15,26,10/2/15,9/18/15,Yes,IL,2/1/16,53,Blessing,647,,
"Non PP, CC",NSC,EB1A,8/14/15,9/24/15,41,10/6/15,10/6/15,No,CA,11/20/15,98,2/7/17,543,490,543
"PP, nonCC",NSC,EB1A,8/12/15,9/11/15,30,9/25/15,9/14/15,Yes,MO,,,10/13/15,62,29,62
"PP, nonCC",TSC,EB1A,8/11/15,,,9/3/16,9/3/16,No,NY,11/9/15,,Blessing,653,,
"PP, nonCC",NSC,EB1A,8/11/15,9/11/15,31,9/23/15,9/14/15,Yes,CA,10/7/15,57,10/22/15,72,38,72
"PP, nonCC",NSC,EB1B,8/11/15,9/14/15,33,9/23/15,9/14/15,Yes,IN,,,Blessing,653,,
"PP, nonCC",NSC,EB1A,8/10/15,9/10/15,30,9/22/15,9/16/15,Yes,CA,11/3/15,85,10/24/16,654,,
"PP, nonCC",NSC,EB1A,8/10/15,9/14/15,35,9/26/15,9/26/15,No,OH,,,10/22/15,73,26,73
"PP, nonCC",NSC,EB1A,8/10/15,,,9/24/15,9/24/15,NO,,10/15/15,,3/3/16,206,,206
"PP, nonCC",NSC,EB1A,8/7/15,,,,,YES,WA,11/20/15,105,Blessing,657,,
"PP, nonCC",NSC,EB1A,8/3/15,8/29/15,26,9/16/15,9/16/15,NO,CA,11/3/15,92,Blessing,661,,
"PP, nonCC",NSC,EB1B,8/3/15,9/4/15,32,9/22/15,9/22/15,No,CA,10/13/15,71,5/16/16,287,,
"N PP, N CC",NSC,EB1A,7/28/15,8/29/15,32,9/15/15,9/15/15,NO,NC,10/15/15,79,2/15/16,202,153,202
"PP, nonCC",NSC,EB1B,7/27/15,8/23/15,27,9/4/15,9/4/15,NO,"MA",10/13/15,79,Blessing,668,,
"PP, nonCC",NSC,EB1B,7/27/15,8/22/15,26,9/8/15,8/28/15,Yes,MN,10/8/15,73,5/9/17,652,620,652
PP,TSC,EB1B,7/24/15,8/12/15,18,8/18/15,8/18/15,Yes,CA,9/25/15,60,11/20/15,119,94,119
"pp, nonCC",NSC,EB1A,7/20/15,8/10/15,31,8/25/15,8/25/15,No,CA,,,10/26/15,98,62,98
"PP, nonCC",NSC,EB1B,7/20/15,8/17/15,28,8/25/15,8/25/15,No,CA,,,Blessing,675,,
"PP, nonCC",NSC,EB1A,7/8/15,8/12/15,,8/21/15,8/19/15,Y,IN,9/30/15,80,10/1/15,85,43,85
"PP, nonCC",NSC,EB1A,7/8/15,8/5/15,28,8/21/15,8/21/15,No,CO,9/26/15,80,10/7/15,91,47,91
"PP, nonCC",NSC,EB1A,7/7/15,7/31/15,24,8/17/15,8/10/15,Yes,MI,9/30/15,85,11/10/15,126,92,126
"PP, nonCC",NSC,EB1B,7/7/15,,,,,,CA,,,Blessing,688,,
"PP, nonCC",NSC,EB1A,7/1/15,7/25/15,24,8/14/15,8/3/15,Yes,CA,,,Blessing,694,,
"PP, nonCC",NSC,EB1A,7/1/15,8/1/15,31,8/20/15,8/10/15,Yes,AZ,9/18/15,79,10/21/15,112,72,112
Non PP non CC,NSC,EB1A,7/1/15,,,8/18/15,8/18/15,no,IL,9/21/15,81,10/21/15,112,64,112
"PP, nonCC",NSC,EB1A,6/30/15,8/1/15,32,8/12/15,,No,NY,9/21/15,83,Blessing,695,,
"PP, nonCC",NSC,EB1B,6/30/15,8/1/15,32,8/19/15,8/7/15,Yes,CA,9/21/15,83,6/2/16,695,300,338
"PP, nonCC",NSC,EB1A,6/29/15,8/1/15,32,8/19/15,8/19/15,No,TX,9/29/15,92,10/5/15,98,47,98
"PP, nonCC",NSC,EB1B,6/29/15,7/30/15,31,8/11/15,8/11/15,No,CA,9/28/15,90,Blessing,696,,
"PP, nonCC",NSC,EB1A,6/26/15,8/1/15,36,8/21/15,,,CA,8/3/15,38,Blessing,699,,
"nonPP, nonCC",NSC,EB1A,6/25/15,7/25/15,30,8/10/15,8/10/15,No,MN,9/16/15,38,Blessing,700,,
"PP, nonCC",NSC,EB1B,6/23/15,7/25/15,32,8/10/15,8/10/15,No,CA,9/21/15,90,10/21/15,120,72,120
"PP, nonCC",NSC,EB1B,6/23/15,7/25/15,32,8/10/15,7/31/15,Yes,IL,,,9/23/15,92,54,92
"PP,nonCC",NSC,EB1A,6/19/15,7/25/15,38,8/14/15,7/28/15,Yes,OH,,,Blessing,706,,
"PP, nonCC",NSC,EB1B,6/18/15,7/25/15,37,8/12/15,8/12/15,NO,CA,9/21/15,,10/2/15,100,,
"PP, nonCC",NSC,EB1B,6/15/15,,,,,,,,,Blessing,707,,
"PP, nonCC",NSC,EB1A,6/11/15,7/25/15,45,8/10/15,8/3/15,Yes,CA,9/11/15,92,9/17/15,98,45,98
"nonPP, nonCC",NSC,EB1B,6/11/15,7/16/15,35,7/30/15,7/30/15,No,CA,,,Blessing,714,,
"PP, nonCC",NSC,EB1A,6/10/15,7/16/15,36,7/29/15,7/29/15,No,CA,8/27/15,78,Blessing,715,,
"PP, nonCC",NSC,EB1A,6/10/15,7/11/15,31,7/28/15,7/17/15,Yes,CA,7/14/15,34,Blessing,715,,
"nonPP, nonCC",NSC,EB1A,6/9/15,7/10/15,31,7/30/15,7/30/15,No,WA,,,Blessing,716,,
